Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Payment Method,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Preferred Payment Method,Frequency of Purchases,SpenderScore
27,Male,Jewelry,Accessories,20,Illinois,S,Yellow,Winter,3.7,Yes,Cash,Store Pickup,Yes,Yes,31.0,PayPal,0,19.58762886597938
41,Male,T-shirt,Clothing,80,Delaware,L,Cyan,Summer,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,17.0,Debit Card,52,77.31958762886597
21,Male,Shirt,Clothing,87,West Virginia,M,Teal,Fall,3.9,Yes,Credit Card,2-Day Shipping,Yes,Yes,22.0,Venmo,1,51.263877874702615
61,Male,Shirt,Clothing,46,Hawaii,L,Yellow,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,8.0,PayPal,1,24.717486122125294
19,Male,Gloves,Accessories,49,New York,L,Peach,Winter,3.3,Yes,Credit Card,Next Day Air,Yes,Yes,2.0,Bank Transfer,13,31.378865979381445
22,Male,Scarf,Accessories,65,New Mexico,M,Peach,Fall,3.6,Yes,PayPal,Store Pickup,Yes,Yes,45.0,Venmo,1,48.81542426645519
64,Male,Skirt,Clothing,62,Indiana,S,Olive,Winter,4.3,Yes,Debit Card,Standard,Yes,Yes,47.0,PayPal,0,47.42268041237113
28,Male,Hat,Accessories,67,Kentucky,L,Charcoal,Spring,4.5,Yes,Credit Card,Next Day Air,Yes,Yes,7.0,Cash,13,42.590206185567006
34,Male,Hoodie,Clothing,41,West Virginia,L,Indigo,Fall,2.8,Yes,Cash,2-Day Shipping,Yes,Yes,19.0,Debit Card,0,25.773195876288657
61,Male,Boots,Footwear,49,North Dakota,L,Silver,Fall,2.7,Yes,Debit Card,Free Shipping,Yes,Yes,44.0,Cash,0,39.561855670103085
24,Male,Blouse,Clothing,100,Oregon,M,Beige,Fall,2.9,Yes,PayPal,Next Day Air,Yes,Yes,16.0,Venmo,0,55.02577319587628
19,Male,Belt,Accessories,54,Minnesota,L,Blue,Summer,4.4,Yes,Cash,2-Day Shipping,Yes,Yes,17.0,Bank Transfer,0,31.70103092783505
51,Male,Sunglasses,Accessories,84,South Carolina,M,White,Spring,3.9,Yes,Bank Transfer,Free Shipping,Yes,Yes,20.0,Debit Card,0,48.324742268041234
36,Male,Shorts,Clothing,41,Vermont,L,Gold,Winter,3.5,Yes,Credit Card,Standard,Yes,Yes,50.0,Bank Transfer,1,38.37727993655828
65,Male,Gloves,Accessories,88,Minnesota,M,Blue,Spring,2.5,Yes,PayPal,Store Pickup,Yes,Yes,37.0,Cash,0,56.95876288659794
46,Male,Sandals,Footwear,40,Delaware,M,Orange,Spring,4.9,Yes,Cash,Express,Yes,Yes,5.0,PayPal,0,19.845360824742265
59,Male,Shirt,Clothing,39,Pennsylvania,M,Gold,Summer,4.8,Yes,Venmo,Free Shipping,Yes,Yes,44.0,PayPal,1,35.02676447264076
51,Male,Coat,Outerwear,37,Iowa,M,Cyan,Spring,3.2,Yes,Credit Card,Next Day Air,Yes,Yes,41.0,Debit Card,13,40.270618556701024
51,Male,Pants,Clothing,52,New Jersey,S,Red,Winter,4.9,Yes,Cash,Standard,Yes,Yes,19.0,Cash,13,39.49742268041237
21,Male,T-shirt,Clothing,23,South Carolina,L,Yellow,Winter,4.3,Yes,Bank Transfer,Next Day Air,Yes,Yes,47.0,Bank Transfer,0,27.319587628865982
34,Male,Sneakers,Footwear,88,Maryland,S,Beige,Winter,3.2,Yes,Venmo,Express,Yes,Yes,40.0,Cash,1,58.73810467882633
32,Male,Shorts,Clothing,84,California,M,Orange,Fall,3.7,Yes,Cash,Standard,Yes,Yes,6.0,Credit Card,13,50.96649484536082
48,Male,Coat,Outerwear,37,Montana,XL,Magenta,Winter,3.2,Yes,Venmo,Store Pickup,Yes,Yes,25.0,Credit Card,0,26.030927835051543
50,Male,Sandals,Footwear,51,Vermont,L,Purple,Fall,3.4,Yes,Bank Transfer,Next Day Air,Yes,Yes,42.0,Cash,52,72.0360824742268
26,Male,Pants,Clothing,76,Texas,L,Black,Winter,4.1,Yes,Bank Transfer,Express,Yes,Yes,35.0,Bank Transfer,0,49.999999999999986
57,Male,Sandals,Footwear,60,North Carolina,L,Pink,Spring,4.5,Yes,PayPal,Next Day Air,Yes,Yes,17.0,Debit Card,52,67.0103092783505
65,Male,Gloves,Accessories,72,Florida,L,Pink,Fall,4.5,Yes,Bank Transfer,Next Day Air,Yes,Yes,4.0,PayPal,0,35.95360824742267
56,Male,T-shirt,Clothing,45,West Virginia,L,Maroon,Spring,3.2,Yes,Credit Card,Free Shipping,Yes,Yes,24.0,Bank Transfer,52,61.98453608247423
44,Male,Jacket,Outerwear,84,Illinois,S,Maroon,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,16.0,Debit Card,0,46.77835051546391
50,Male,Blouse,Clothing,49,Virginia,S,Turquoise,Summer,3.0,Yes,Credit Card,Store Pickup,Yes,Yes,14.0,Debit Card,1,28.583465503568593
27,Male,Socks,Clothing,22,Virginia,XL,Green,Spring,3.2,Yes,PayPal,Free Shipping,Yes,Yes,43.0,Cash,52,57.474226804123695
49,Male,Coat,Outerwear,48,Wyoming,M,Violet,Winter,4.0,Yes,Cash,Store Pickup,Yes,Yes,49.0,Debit Card,52,73.1958762886598
49,Male,Dress,Clothing,37,South Carolina,M,Lavender,Spring,3.1,Yes,Venmo,Next Day Air,Yes,Yes,33.0,Cash,0,29.12371134020619
52,Male,Jacket,Outerwear,27,Connecticut,L,Gray,Fall,2.8,Yes,Bank Transfer,Next Day Air,Yes,Yes,45.0,Cash,0,28.60824742268041
27,Male,Boots,Footwear,79,Illinois,XL,Teal,Spring,4.6,Yes,Venmo,Next Day Air,Yes,Yes,35.0,Cash,0,51.546391752577314
53,Male,Skirt,Clothing,98,Alabama,S,Red,Spring,4.3,Yes,Debit Card,Express,Yes,Yes,11.0,Credit Card,13,60.115979381443296
34,Male,Sandals,Footwear,64,Washington,S,Yellow,Summer,3.3,Yes,Cash,Standard,Yes,Yes,30.0,Bank Transfer,0,41.88144329896907
33,Male,Coat,Outerwear,32,Alabama,L,Magenta,Summer,3.5,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,48.0,Debit Card,1,32.964908802537664
62,Male,Hoodie,Clothing,57,New Mexico,M,Brown,Winter,3.4,Yes,Cash,Free Shipping,Yes,Yes,45.0,Venmo,0,44.072164948453604
38,Male,Jacket,Outerwear,50,Nevada,M,Blue,Winter,2.8,Yes,Debit Card,Free Shipping,Yes,Yes,26.0,Venmo,52,65.33505154639174
36,Male,Backpack,Accessories,64,Nebraska,M,Black,Winter,4.6,Yes,PayPal,Store Pickup,Yes,Yes,41.0,Debit Card,0,46.134020618556704
31,Male,Backpack,Accessories,29,Arizona,S,Olive,Fall,3.6,Yes,Cash,Express,Yes,Yes,37.0,Venmo,0,26.546391752577314
62,Male,Belt,Accessories,62,Georgia,M,Olive,Summer,3.3,Yes,Cash,Store Pickup,Yes,Yes,12.0,PayPal,52,66.1082474226804
29,Male,Coat,Outerwear,78,Idaho,XL,Green,Fall,3.1,Yes,Venmo,2-Day Shipping,Yes,Yes,27.0,Cash,0,47.9381443298969
24,Male,T-shirt,Clothing,94,Missouri,M,Peach,Fall,3.5,Yes,Bank Transfer,Express,Yes,Yes,18.0,Bank Transfer,52,84.92268041237114
63,Male,Sunglasses,Accessories,59,Florida,M,White,Winter,3.2,Yes,Venmo,Express,Yes,Yes,15.0,Credit Card,0,33.50515463917525
56,Male,Sneakers,Footwear,47,Minnesota,M,Red,Summer,3.0,Yes,PayPal,Express,Yes,Yes,34.0,Bank Transfer,52,66.88144329896907
63,Male,Gloves,Accessories,57,Maine,M,White,Fall,4.8,Yes,Bank Transfer,Express,Yes,Yes,37.0,Venmo,1,41.59892942109437
40,Male,Coat,Outerwear,90,Montana,L,Indigo,Winter,5.0,Yes,Credit Card,Store Pickup,Yes,Yes,21.0,Cash,26,67.91237113402062
18,Male,Shirt,Clothing,60,Alaska,M,White,Spring,2.9,Yes,PayPal,Free Shipping,Yes,Yes,31.0,Debit Card,52,72.42268041237112
50,Male,Sneakers,Footwear,77,Iowa,L,Teal,Fall,3.2,Yes,Venmo,Express,Yes,Yes,43.0,Debit Card,0,53.608247422680414
66,Male,Scarf,Accessories,41,Arizona,M,Indigo,Fall,2.9,Yes,Bank Transfer,Store Pickup,Yes,Yes,22.0,Bank Transfer,13,34.98711340206185
25,Male,Jewelry,Accessories,48,Louisiana,L,Red,Fall,3.3,Yes,PayPal,Free Shipping,Yes,Yes,12.0,Debit Card,1,27.29480570975416
65,Male,Jacket,Outerwear,65,Alabama,M,Blue,Fall,2.6,Yes,Credit Card,Next Day Air,Yes,Yes,25.0,PayPal,26,56.572164948453604
53,Male,Jeans,Clothing,62,Missouri,M,Blue,Summer,3.5,Yes,PayPal,Standard,Yes,Yes,40.0,Debit Card,1,45.33604282315622
61,Male,Shoes,Footwear,99,Idaho,M,Black,Fall,4.4,Yes,PayPal,Standard,Yes,Yes,16.0,Debit Card,0,54.51030927835051
67,Male,Hoodie,Clothing,58,Florida,M,Olive,Winter,3.4,Yes,Cash,Next Day Air,Yes,Yes,30.0,Bank Transfer,52,71.00515463917526
59,Male,Backpack,Accessories,43,Idaho,L,Lavender,Fall,4.2,Yes,Bank Transfer,Store Pickup,Yes,Yes,10.0,Venmo,52,55.54123711340206
55,Male,Sneakers,Footwear,93,Alabama,M,Indigo,Spring,3.6,Yes,PayPal,Store Pickup,Yes,Yes,1.0,Debit Card,26,61.72680412371133
21,Male,Blouse,Clothing,50,New Hampshire,S,Red,Winter,3.0,Yes,Venmo,Next Day Air,Yes,Yes,24.0,Venmo,26,48.45360824742267
44,Male,Pants,Clothing,88,Utah,L,Red,Summer,4.0,Yes,Bank Transfer,Free Shipping,Yes,Yes,36.0,PayPal,13,64.6262886597938
65,Male,Skirt,Clothing,33,Alabama,M,Pink,Fall,4.4,Yes,PayPal,Express,Yes,Yes,46.0,Credit Card,0,32.087628865979376
65,Male,T-shirt,Clothing,99,Iowa,XL,Purple,Fall,4.1,Yes,Credit Card,Standard,Yes,Yes,20.0,Cash,1,56.67624900872323
54,Male,Jacket,Outerwear,76,Kentucky,XL,Cyan,Spring,3.6,Yes,Venmo,Free Shipping,Yes,Yes,37.0,Venmo,52,82.98969072164948
56,Male,Scarf,Accessories,97,South Carolina,XL,Cyan,Summer,4.6,Yes,Credit Card,Next Day Air,Yes,Yes,26.0,Bank Transfer,1,57.96490880253767
58,Male,Pants,Clothing,68,California,M,Charcoal,Summer,3.2,Yes,Cash,2-Day Shipping,Yes,Yes,23.0,Credit Card,0,41.23711340206185
54,Male,Sneakers,Footwear,79,Maine,L,Red,Fall,4.8,Yes,PayPal,Free Shipping,Yes,Yes,20.0,Bank Transfer,0,45.74742268041237
58,Male,Jeans,Clothing,86,Nebraska,M,Peach,Fall,4.8,Yes,Venmo,Express,Yes,Yes,38.0,PayPal,13,64.36855670103093
48,Male,Hat,Accessories,60,Washington,M,Black,Winter,5.0,Yes,Venmo,2-Day Shipping,Yes,Yes,5.0,Credit Card,0,30.15463917525773
19,Male,Skirt,Clothing,52,Alabama,M,Black,Fall,3.7,Yes,PayPal,Store Pickup,Yes,Yes,41.0,Venmo,1,40.568001586042826
69,Male,Sandals,Footwear,90,Maine,M,Purple,Fall,4.6,Yes,Debit Card,Next Day Air,Yes,Yes,22.0,Credit Card,26,68.29896907216495
58,Male,Sandals,Footwear,41,California,M,Violet,Winter,3.7,Yes,Debit Card,Free Shipping,Yes,Yes,48.0,Credit Card,1,37.60408406026962
49,Male,Sweater,Clothing,80,Iowa,M,Orange,Spring,4.1,Yes,PayPal,Free Shipping,Yes,Yes,10.0,PayPal,52,74.61340206185567
32,Male,Sweater,Clothing,100,Iowa,XL,Charcoal,Winter,2.7,Yes,Credit Card,Store Pickup,Yes,Yes,12.0,Bank Transfer,0,53.47938144329897
40,Male,Jacket,Outerwear,77,Colorado,L,Turquoise,Spring,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,2.0,Bank Transfer,0,37.75773195876289
25,Male,Shorts,Clothing,78,California,L,Yellow,Spring,4.0,Yes,PayPal,Store Pickup,Yes,Yes,38.0,PayPal,13,60.24484536082474
70,Male,Socks,Clothing,94,Indiana,M,White,Spring,4.7,Yes,PayPal,Free Shipping,Yes,Yes,20.0,Debit Card,13,61.533505154639165
69,Male,Socks,Clothing,23,South Carolina,M,Gray,Fall,2.8,Yes,Credit Card,Next Day Air,Yes,Yes,5.0,Cash,0,11.082474226804125
45,Male,Hoodie,Clothing,20,Wisconsin,S,Blue,Winter,4.9,Yes,Venmo,2-Day Shipping,Yes,Yes,9.0,Venmo,1,11.70202220459952
29,Male,Socks,Clothing,86,Washington,S,Maroon,Fall,4.2,Yes,PayPal,Express,Yes,Yes,48.0,Debit Card,0,60.180412371134004
47,Male,Boots,Footwear,60,South Dakota,M,Violet,Fall,3.0,Yes,Debit Card,Standard,Yes,Yes,9.0,Debit Card,0,31.70103092783505
28,Male,Shirt,Clothing,70,Minnesota,M,Orange,Fall,3.4,Yes,Debit Card,2-Day Shipping,Yes,Yes,40.0,PayPal,1,49.45975416336241
64,Male,Belt,Accessories,39,Alaska,S,Turquoise,Fall,4.6,Yes,Credit Card,Standard,Yes,Yes,30.0,Venmo,26,45.10309278350515
47,Male,Backpack,Accessories,37,Kentucky,L,Olive,Fall,4.2,Yes,Credit Card,Store Pickup,Yes,Yes,6.0,Debit Card,0,18.685567010309278
60,Male,Boots,Footwear,29,North Dakota,M,Brown,Fall,3.2,Yes,Venmo,Free Shipping,Yes,Yes,42.0,Venmo,0,28.479381443298962
67,Male,Coat,Outerwear,35,Alaska,S,Green,Winter,4.4,Yes,Cash,Store Pickup,Yes,Yes,9.0,PayPal,0,18.814432989690722
35,Male,Hoodie,Clothing,83,Oklahoma,S,Brown,Winter,2.5,Yes,Cash,Next Day Air,Yes,Yes,6.0,Debit Card,13,50.45103092783505
30,Male,Shoes,Footwear,77,Delaware,M,Silver,Summer,3.6,Yes,Credit Card,Next Day Air,Yes,Yes,47.0,PayPal,0,55.154639175257735
23,Male,Shoes,Footwear,37,Montana,XL,White,Summer,4.5,Yes,PayPal,Store Pickup,Yes,Yes,36.0,Venmo,1,30.90305313243457
70,Male,Jewelry,Accessories,69,Alaska,L,Gold,Summer,3.4,Yes,Bank Transfer,Standard,Yes,Yes,19.0,Bank Transfer,26,56.31443298969072
21,Male,Dress,Clothing,66,California,L,Green,Winter,3.2,Yes,Credit Card,2-Day Shipping,Yes,Yes,30.0,Cash,0,42.912371134020624
51,Male,Boots,Footwear,26,Massachusetts,L,Teal,Spring,4.2,Yes,Cash,Standard,Yes,Yes,27.0,Debit Card,0,21.134020618556697
22,Male,Hat,Accessories,63,South Carolina,M,Charcoal,Spring,5.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,25.0,Venmo,13,47.48711340206185
32,Male,Backpack,Accessories,38,West Virginia,M,Maroon,Summer,4.7,Yes,Cash,Store Pickup,Yes,Yes,5.0,Cash,26,34.92268041237113
37,Male,Shoes,Footwear,58,Oregon,L,Lavender,Summer,4.2,Yes,Venmo,Next Day Air,Yes,Yes,10.0,Cash,0,31.05670103092783
31,Male,Handbag,Accessories,46,Massachusetts,L,Green,Winter,3.4,Yes,Debit Card,2-Day Shipping,Yes,Yes,26.0,PayPal,0,31.056701030927837
44,Male,Sunglasses,Accessories,92,West Virginia,S,Pink,Fall,4.4,Yes,Bank Transfer,Store Pickup,Yes,Yes,11.0,Credit Card,0,48.96907216494844
40,Male,Hat,Accessories,32,California,XL,Charcoal,Winter,4.2,Yes,Debit Card,Standard,Yes,Yes,17.0,Bank Transfer,52,52.57731958762886
27,Male,Scarf,Accessories,90,Colorado,M,Blue,Spring,4.5,Yes,Credit Card,Standard,Yes,Yes,44.0,PayPal,13,68.75
47,Male,Hoodie,Clothing,23,Indiana,L,Purple,Fall,2.8,Yes,PayPal,Next Day Air,Yes,Yes,44.0,Cash,13,34.21391752577319
41,Male,Backpack,Accessories,25,Delaware,S,Gold,Fall,3.3,Yes,Debit Card,Next Day Air,Yes,Yes,21.0,Venmo,0,18.29896907216495
51,Male,Sweater,Clothing,54,Ohio,L,Purple,Fall,4.6,Yes,Cash,Next Day Air,Yes,Yes,49.0,Credit Card,26,60.180412371134004
53,Male,Shorts,Clothing,72,Oklahoma,M,Charcoal,Summer,2.5,Yes,Debit Card,Free Shipping,Yes,Yes,27.0,Bank Transfer,0,44.845360824742265
43,Male,Scarf,Accessories,33,California,M,Black,Winter,4.7,Yes,Credit Card,Store Pickup,Yes,Yes,19.0,Cash,13,29.70360824742268
67,Male,Hat,Accessories,43,New Hampshire,L,Lavender,Fall,4.6,Yes,PayPal,Express,Yes,Yes,33.0,Credit Card,0,32.21649484536082
61,Male,Coat,Outerwear,51,Pennsylvania,L,Lavender,Fall,2.6,Yes,Cash,Standard,Yes,Yes,46.0,Cash,0,41.365979381443296
68,Male,Jewelry,Accessories,85,Idaho,M,Lavender,Winter,4.0,Yes,Cash,Standard,Yes,Yes,21.0,Credit Card,0,49.22680412371133
67,Male,Sandals,Footwear,100,Maryland,L,Olive,Summer,2.6,Yes,Debit Card,Next Day Air,Yes,Yes,23.0,Venmo,1,58.35150674068199
29,Male,Gloves,Accessories,72,Pennsylvania,L,Teal,Spring,4.6,Yes,Cash,Free Shipping,Yes,Yes,38.0,Credit Card,0,49.09793814432989
50,Male,Backpack,Accessories,57,Colorado,M,Maroon,Fall,2.6,Yes,Debit Card,Standard,Yes,Yes,2.0,Bank Transfer,0,27.448453608247426
61,Male,Jacket,Outerwear,94,Indiana,L,Cyan,Spring,4.0,Yes,Credit Card,Express,Yes,Yes,21.0,Debit Card,0,53.865979381443296
19,Male,Backpack,Accessories,34,Nebraska,M,Charcoal,Summer,4.6,Yes,Debit Card,Store Pickup,Yes,Yes,1.0,Debit Card,0,15.20618556701031
33,Male,Backpack,Accessories,89,Rhode Island,M,Black,Fall,3.7,Yes,PayPal,2-Day Shipping,Yes,Yes,10.0,Venmo,0,47.0360824742268
51,Male,Sunglasses,Accessories,27,Kansas,S,Red,Fall,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,45.0,Credit Card,52,60.824742268041234
69,Male,Socks,Clothing,63,Georgia,S,Peach,Spring,4.0,Yes,Credit Card,Next Day Air,Yes,Yes,44.0,Bank Transfer,26,62.88659793814433
19,Male,Shoes,Footwear,70,Nevada,M,White,Fall,4.7,Yes,Bank Transfer,Standard,Yes,Yes,48.0,PayPal,0,51.932989690721655
55,Male,Pants,Clothing,87,South Carolina,XL,Pink,Fall,3.4,Yes,Venmo,Express,Yes,Yes,21.0,PayPal,1,50.87727993655828
49,Male,Jewelry,Accessories,79,Delaware,M,Red,Fall,4.0,Yes,Venmo,Next Day Air,Yes,Yes,1.0,Venmo,52,70.61855670103093
31,Male,Sunglasses,Accessories,79,New Hampshire,M,Indigo,Spring,3.9,Yes,Credit Card,Standard,Yes,Yes,10.0,Venmo,1,42.50099127676447
42,Male,Sandals,Footwear,44,Oregon,L,Black,Winter,4.1,Yes,Venmo,Express,Yes,Yes,24.0,PayPal,13,37.30670103092783
69,Male,Sweater,Clothing,85,Massachusetts,M,White,Fall,3.7,Yes,Venmo,2-Day Shipping,Yes,Yes,29.0,Credit Card,13,60.373711340206185
26,Male,Shoes,Footwear,90,Vermont,L,Beige,Spring,4.7,Yes,Bank Transfer,Standard,Yes,Yes,11.0,Debit Card,1,48.5576923076923
41,Male,Jewelry,Accessories,94,Mississippi,S,Silver,Fall,4.3,Yes,Cash,2-Day Shipping,Yes,Yes,33.0,Debit Card,1,59.12470261697066
55,Male,Boots,Footwear,68,Washington,S,Violet,Summer,4.1,Yes,Venmo,Store Pickup,Yes,Yes,27.0,Cash,26,58.891752577319586
35,Male,Backpack,Accessories,51,Wyoming,M,Red,Winter,3.9,Yes,Venmo,Next Day Air,Yes,Yes,19.0,Venmo,26,47.0360824742268
66,Male,Sandals,Footwear,33,Minnesota,M,Orange,Spring,2.9,Yes,Bank Transfer,Express,Yes,Yes,50.0,Debit Card,0,33.634020618556704
36,Male,Sneakers,Footwear,60,Ohio,M,Teal,Summer,3.9,Yes,Bank Transfer,Standard,Yes,Yes,46.0,PayPal,52,78.22164948453607
27,Male,Hoodie,Clothing,59,South Carolina,M,Brown,Fall,4.3,Yes,PayPal,2-Day Shipping,Yes,Yes,28.0,Cash,0,38.53092783505154
41,Male,Handbag,Accessories,30,Wisconsin,M,Indigo,Summer,2.8,Yes,Cash,Store Pickup,Yes,Yes,14.0,Bank Transfer,0,18.170103092783503
21,Male,Sweater,Clothing,20,Tennessee,M,Cyan,Winter,3.4,Yes,Cash,2-Day Shipping,Yes,Yes,46.0,Cash,26,41.49484536082473
53,Male,Sandals,Footwear,20,Maryland,S,Blue,Summer,2.7,Yes,Venmo,Express,Yes,Yes,41.0,PayPal,13,31.507731958762886
54,Male,Dress,Clothing,24,Mississippi,L,Olive,Spring,4.0,Yes,Credit Card,2-Day Shipping,Yes,Yes,50.0,Credit Card,1,29.614393338620136
53,Male,Skirt,Clothing,88,Minnesota,M,Gray,Summer,4.4,Yes,Debit Card,Store Pickup,Yes,Yes,28.0,Debit Card,26,69.58762886597938
47,Male,Blouse,Clothing,78,Alaska,M,Red,Winter,3.9,Yes,Venmo,2-Day Shipping,Yes,Yes,23.0,Credit Card,0,46.391752577319586
64,Male,Skirt,Clothing,25,Arkansas,L,Red,Spring,2.8,Yes,Credit Card,2-Day Shipping,Yes,Yes,14.0,Debit Card,0,15.592783505154639
18,Male,Sweater,Clothing,57,Oregon,XL,Green,Winter,3.2,Yes,Venmo,Next Day Air,Yes,Yes,10.0,Bank Transfer,0,30.541237113402065
68,Male,Backpack,Accessories,93,Louisiana,S,Blue,Summer,4.3,Yes,Venmo,Next Day Air,Yes,Yes,37.0,Cash,52,91.75257731958762
62,Male,Hoodie,Clothing,42,Oklahoma,S,Purple,Summer,4.2,Yes,Credit Card,Express,Yes,Yes,15.0,Venmo,0,24.742268041237107
51,Male,Boots,Footwear,54,Indiana,XL,Pink,Spring,4.9,Yes,Debit Card,Standard,Yes,Yes,19.0,Venmo,0,32.47422680412371
54,Male,Blouse,Clothing,70,Mississippi,XL,Charcoal,Summer,3.7,Yes,Bank Transfer,Express,Yes,Yes,23.0,Credit Card,26,58.37628865979381
22,Male,Hoodie,Clothing,31,Michigan,M,Brown,Winter,4.1,Yes,Bank Transfer,Store Pickup,Yes,Yes,35.0,Credit Card,52,59.020618556701024
53,Male,Pants,Clothing,93,Delaware,L,Orange,Spring,4.2,Yes,Credit Card,Store Pickup,Yes,Yes,33.0,PayPal,0,57.98969072164948
34,Male,Gloves,Accessories,40,Florida,M,Magenta,Spring,3.9,Yes,Venmo,Next Day Air,Yes,Yes,12.0,Bank Transfer,1,23.171094369547973
32,Male,Hat,Accessories,32,Arkansas,L,Yellow,Summer,2.9,Yes,PayPal,Next Day Air,Yes,Yes,41.0,Venmo,26,45.74742268041237
64,Male,Sunglasses,Accessories,27,Minnesota,M,Beige,Winter,3.1,Yes,PayPal,Free Shipping,Yes,Yes,27.0,Venmo,52,53.865979381443296
20,Male,Scarf,Accessories,68,North Dakota,M,Olive,Winter,3.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,45.0,Cash,26,65.85051546391753
24,Male,Handbag,Accessories,59,California,L,Gray,Summer,4.4,Yes,Bank Transfer,2-Day Shipping,Yes,Yes,23.0,Venmo,1,37.21748612212529
20,Male,Handbag,Accessories,36,Mississippi,S,Purple,Fall,3.1,Yes,Debit Card,Free Shipping,Yes,Yes,19.0,Venmo,13,31.249999999999993
42,Male,Jeans,Clothing,23,Pennsylvania,M,Beige,Summer,3.9,Yes,Debit Card,Standard,Yes,Yes,6.0,PayPal,0,11.469072164948454
48,Male,Jacket,Outerwear,80,Arizona,M,White,Winter,4.3,Yes,PayPal,Free Shipping,Yes,Yes,6.0,PayPal,0,40.85051546391752
62,Male,Backpack,Accessories,37,Louisiana,S,White,Fall,4.9,Yes,Debit Card,Store Pickup,Yes,Yes,20.0,Venmo,52,56.31443298969071
62,Male,Shorts,Clothing,52,Virginia,S,Gold,Spring,3.6,Yes,Debit Card,2-Day Shipping,Yes,Yes,8.0,Cash,52,59.40721649484535
50,Male,Coat,Outerwear,79,Montana,M,Olive,Fall,5.0,Yes,Debit Card,2-Day Shipping,Yes,Yes,39.0,Credit Card,0,53.09278350515464
57,Male,Shirt,Clothing,68,Iowa,XL,Green,Fall,4.1,Yes,Cash,Store Pickup,Yes,Yes,39.0,Credit Card,0,47.42268041237113
24,Male,Gloves,Accessories,98,Illinois,L,Magenta,Fall,2.8,Yes,Debit Card,Express,Yes,Yes,39.0,Venmo,0,62.88659793814433
59,Male,Dress,Clothing,83,Alaska,M,Charcoal,Fall,4.7,Yes,Cash,Express,Yes,Yes,23.0,Credit Card,13,57.02319587628865
63,Male,Pants,Clothing,83,Colorado,M,Indigo,Winter,4.4,Yes,Cash,Express,Yes,Yes,41.0,PayPal,0,55.92783505154638
41,Male,Pants,Clothing,55,New Mexico,M,Peach,Spring,4.9,Yes,Cash,2-Day Shipping,Yes,Yes,50.0,Credit Card,1,45.5937747819191
35,Male,Hoodie,Clothing,26,Colorado,L,Turquoise,Winter,3.1,Yes,Cash,Free Shipping,Yes,Yes,30.0,Debit Card,0,22.293814432989688
34,Male,Sunglasses,Accessories,76,Arizona,S,Blue,Winter,2.6,Yes,Debit Card,Standard,Yes,Yes,32.0,Bank Transfer,0,48.840206185567006
49,Male,T-shirt,Clothing,85,Hawaii,S,Turquoise,Fall,2.9,Yes,Credit Card,Express,Yes,Yes,35.0,Bank Transfer,13,62.69329896907217
43,Male,Jacket,Outerwear,89,Illinois,M,Gray,Spring,3.3,Yes,PayPal,Free Shipping,Yes,Yes,45.0,Venmo,0,60.567010309278345
63,Male,Sweater,Clothing,41,Louisiana,XL,Purple,Spring,4.8,Yes,Credit Card,Next Day Air,Yes,Yes,37.0,Cash,0,32.73195876288659
38,Male,Jacket,Outerwear,30,Iowa,L,Black,Winter,4.7,Yes,PayPal,Express,Yes,Yes,45.0,Cash,52,62.371134020618555
59,Male,Socks,Clothing,53,Washington,M,Peach,Winter,3.3,Yes,Cash,2-Day Shipping,Yes,Yes,29.0,Cash,0,35.824742268041234
35,Male,Shirt,Clothing,66,Oklahoma,M,Indigo,Spring,4.2,Yes,Cash,Free Shipping,Yes,Yes,27.0,Venmo,0,41.75257731958762
48,Male,Jewelry,Accessories,33,Washington,XL,Beige,Winter,4.7,Yes,Venmo,Store Pickup,Yes,Yes,36.0,Bank Transfer,1,28.84119746233148
64,Male,Sunglasses,Accessories,86,Arkansas,M,Yellow,Spring,2.6,Yes,Credit Card,2-Day Shipping,Yes,Yes,9.0,Cash,1,45.72264076130055
28,Male,Pants,Clothing,60,Connecticut,M,Peach,Winter,2.9,Yes,Debit Card,2-Day Shipping,Yes,Yes,38.0,Venmo,0,42.91237113402061
60,Male,Socks,Clothing,62,Washington,S,Turquoise,Summer,2.7,Yes,PayPal,Express,Yes,Yes,41.0,PayPal,1,45.72264076130055
27,Male,Blouse,Clothing,74,Maine,M,Teal,Fall,3.3,Yes,Credit Card,Store Pickup,Yes,Yes,25.0,Debit Card,0,45.10309278350515
56,Male,Sandals,Footwear,95,Michigan,M,Turquoise,Fall,3.4,Yes,PayPal,Express,Yes,Yes,37.0,Venmo,26,76.67525773195875
58,Male,Sneakers,Footwear,25,Tennessee,M,Magenta,Spring,4.2,Yes,Venmo,Express,Yes,Yes,3.0,PayPal,1,11.959754163362408
